WKT,cell_id,NAME,STATE_NAME,contiguity,core_area,disjunct_den,division,Edge Density,gyrate,near_neighbor_dist,Patch Density,Total Edge,total_Class_Area,total_Patch_Area
"POLYGON ((1331799.17939089 2188581.55403144,1333408.52339089 2188581.55403144,1333408.52339089 2186972.21003144,1331799.17939089 2186972.21003144,1331799.17939089 2188581.55403144))",531,Crawford,Pennsylvania,0.567924013019201,6.81001715428457,0.762078951379363,0.529479166078643,20.1188843164152,1.16864703070407,0,0.762078951379363,5280,254.43,4.95249885655948
"POLYGON ((1333408.52339089 2188581.55403144,1335017.86739089 2188581.55403144,1335017.86739089 2186972.21003144,1333408.52339089 2186972.21003144,1333408.52339089 2188581.55403144))",532,Crawford,Pennsylvania,,,0.374111485222596,0.0187663390356991,8.75420875420876,,,0.374111485222596,2340,264.78,
"POLYGON ((1335017.86739089 2188581.55403144,1336627.21139089 2188581.55403144,1336627.21139089 2186972.21003144,1335017.86739089 2186972.21003144,1335017.86739089 2188581.55403144))",533,Crawford,Pennsylvania,69.5394145248077,202.909004370023,4.48933782267116,0.717590722035166,61.7283950617284,115.885591541177,18.1897010428838,4.48933782267116,16500,240.84,186.092809794312
"POLYGON ((1336627.21139089 2188581.55403144,1338236.55539089 2188581.55403144,1338236.55539089 2186972.21003144,1336627.21139089 2186972.21003144,1336627.21139089 2188581.55403144))",534,Crawford,Pennsylvania,96.1356358942956,208.731490680701,3.04831580551745,0.68569382584332,60.1280292638317,123.105490939435,17.3840584948893,4.1914342325865,15780,234.81,191.070214090032
"POLYGON ((1338236.55539089 2188581.55403144,1339845.89939089 2188581.55403144,1339845.89939089 2186972.21003144,1338236.55539089 2186972.21003144,1338236.55539089 2188581.55403144))",535,Crawford,Pennsylvania,110.303040367264,196.309014495922,5.23756079311635,0.816283145710755,74.4107744107744,143.9292666813,19.092299832764,5.61167227833894,19890,214.38,187.584240601361
"POLYGON ((1339845.89939089 2188581.55403144,1341455.24339089 2188581.55403144,1341455.24339089 2186972.21003144,1339845.89939089 2186972.21003144,1339845.89939089 2188581.55403144))",536,Crawford,Pennsylvania,45.731576565948,211.197615257705,1.87055742611298,0.341366753959346,29.8540965207632,114.824384160912,16.7613714621834,2.24466891133558,7980,255.06,200.2054038914
"POLYGON ((1341455.24339089 2188581.55403144,1343064.58739089 2188581.55403144,1343064.58739089 2186972.21003144,1341455.24339089 2186972.21003144,1341455.24339089 2188581.55403144))",537,Crawford,Pennsylvania,49.2481618856576,101.243375652846,4.57247370827618,0.76071285429615,55.3269318701417,59.0103434025094,16.7613714621834,2.28623685413809,14520,242.28,90.6374199080083
"POLYGON ((1343064.58739089 2188581.55403144,1344673.93139089 2188581.55403144,1344673.93139089 2186972.21003144,1343064.58739089 2186972.21003144,1343064.58739089 2188581.55403144))",538,Crawford,Pennsylvania,51.2280454480502,145.152266256373,1.87055742611298,0.609864639662619,41.1896745230079,105.212541301655,16.7613714621834,2.24466891133558,11010,251.55,140.418531311673
"POLYGON ((1344673.93139089 2188581.55403144,1346283.27539089 2188581.55403144,1346283.27539089 2186972.21003144,1344673.93139089 2186972.21003144,1344673.93139089 2188581.55403144))",539,Crawford,Pennsylvania,50.4706575829097,188.745966927291,2.24466891133558,0.689012912514596,56.1167227833894,113.74099496784,17.1320899733382,3.74111485222596,15000,242.46,175.743622169978
"POLYGON ((1346283.27539089 2188581.55403144,1347892.61939089 2188581.55403144,1347892.61939089 2186972.21003144,1346283.27539089 2186972.21003144,1346283.27539089 2188581.55403144))",540,Crawford,Pennsylvania,48.0376032090403,235.622121655124,3.81039475689681,0.348678639773747,35.7796067672611,110.696311761566,15.5969362088327,2.66727632982777,9390,247.86,219.012383124016
"POLYGON ((1272253.45139089 2190190.89803144,1273862.79539089 2190190.89803144,1273862.79539089 2188581.55403144,1272253.45139089 2188581.55403144,1272253.45139089 2190190.89803144))",541,Crawford,Pennsylvania,30.2769390907885,184.460558499001,1.83654729109275,0.262281538146302,29.9724517906336,75.9203952117973,0,1.4692378328742,8160,260.37,172.290390904331
"POLYGON ((1273862.79539089 2190190.89803144,1275472.13939089 2190190.89803144,1275472.13939089 2188581.55403144,1273862.79539089 2188581.55403144,1273862.79539089 2190190.89803144))",542,Crawford,Pennsylvania,27.7054955311666,165.017307284484,1.49644594089039,0.345733201827478,24.8035914702581,96.4489594788991,0,1.49644594089039,6630,257.4,155.87394286576
"POLYGON ((1275472.13939089 2190190.89803144,1277081.48339089 2190190.89803144,1277081.48339089 2188581.55403144,1275472.13939089 2188581.55403144,1275472.13939089 2190190.89803144))",543,Crawford,Pennsylvania,77.5093020521861,109.363412802153,1.83654729109275,0.715269612731371,38.6776859504132,84.6826952509683,18.7948668065063,2.20385674931129,10530,256.05,105.720148330119
"POLYGON ((1277081.48339089 2190190.89803144,1278690.82739089 2190190.89803144,1278690.82739089 2188581.55403144,1277081.48339089 2188581.55403144,1277081.48339089 2190190.89803144))",544,Crawford,Pennsylvania,1.46869861938486,34.0022850957793,1.4692378328742,0.761171723242948,36.4738292011019,13.6632280767626,0,1.4692378328742,9930,257.94,29.269127194924
"POLYGON ((1278690.82739089 2190190.89803144,1280300.17139089 2190190.89803144,1280300.17139089 2188581.55403144,1278690.82739089 2188581.55403144,1278690.82739089 2190190.89803144))",545,Crawford,Pennsylvania,0.580952695266971,16.3173932097812,1.87055742611298,0.781128796381322,39.0572390572391,7.49531864692657,0,1.49644594089039,10440,247.95,15.2587729184448
"POLYGON ((1280300.17139089 2190190.89803144,1281909.51539089 2190190.89803144,1281909.51539089 2188581.55403144,1280300.17139089 2188581.55403144,1280300.17139089 2190190.89803144))",546,Crawford,Pennsylvania,55.9103990178304,56.7883130344333,2.20385674931129,0.781796106823304,43.9669421487603,55.9897484882434,18.1713254940683,1.83654729109275,11970,253.98,56.3060389274938
"POLYGON ((1281909.51539089 2190190.89803144,1283518.85939089 2190190.89803144,1283518.85939089 2188581.55403144,1281909.51539089 2188581.55403144,1281909.51539089 2190190.89803144))",547,Crawford,Pennsylvania,73.4368308710769,129.870649149888,1.87055742611298,0.75004999489848,48.5970819304153,96.7725965697929,18.3419118875275,2.99289188178077,12990,247.5,123.396387425856
"POLYGON ((1283518.85939089 2190190.89803144,1285128.20339089 2190190.89803144,1285128.20339089 2188581.55403144,1283518.85939089 2188581.55403144,1283518.85939089 2190190.89803144))",548,Crawford,Pennsylvania,101.756761172422,224.835335589388,5.50964187327824,0.917482576326754,59.7245179063361,144.100374937469,33.1787987740243,8.08080808080808,16260,163.26,205.938549512482
"POLYGON ((1285128.20339089 2190190.89803144,1286737.54739089 2190190.89803144,1286737.54739089 2188581.55403144,1285128.20339089 2188581.55403144,1285128.20339089 2190190.89803144))",549,Crawford,Pennsylvania,80.7380949197415,151.443728193511,9.18273645546373,0.923603469708353,105.895316804408,111.327096348053,17.7186794918759,8.81542699724518,28830,216.72,140.563878829963
"POLYGON ((1286737.54739089 2190190.89803144,1288346.89139089 2190190.89803144,1288346.89139089 2188581.55403144,1286737.54739089 2188581.55403144,1286737.54739089 2190190.89803144))",550,Crawford,Pennsylvania,43.3825598960929,168.480627270505,3.36700336700337,0.777163781473546,64.983164983165,80.3803584940594,12.5145556113405,4.11522633744856,17370,238.86,150.884730232506
"POLYGON ((1288346.89139089 2190190.89803144,1289956.23539089 2190190.89803144,1289956.23539089 2188581.55403144,1288346.89139089 2188581.55403144,1288346.89139089 2190190.89803144))",551,Crawford,Pennsylvania,98.4222881208643,191.64142871637,1.83654729109275,0.593759989071785,46.2809917355372,124.435464890621,17.3751104800303,2.93847566574839,12600,252.18,178.495336748338
"POLYGON ((1289956.23539089 2190190.89803144,1291565.57939089 2190190.89803144,1291565.57939089 2188581.55403144,1289956.23539089 2188581.55403144,1289956.23539089 2190190.89803144))",552,Crawford,Pennsylvania,8.19988443990602,74.6286890112782,1.83654729109275,0.75411307970767,40.771349862259,41.2481332870533,0,1.83654729109275,11100,256.23,69.6395863761575
"POLYGON ((1291565.57939089 2190190.89803144,1293174.92339089 2190190.89803144,1293174.92339089 2188581.55403144,1291565.57939089 2188581.55403144,1291565.57939089 2190190.89803144))",553,Crawford,Pennsylvania,45.4549714215421,134.186786238247,2.61878039655817,0.72385482207031,57.5757575757576,68.6020124590274,15.5969362088327,2.61878039655817,15390,245.07,123.134278946624
"POLYGON ((1293174.92339089 2190190.89803144,1294784.26739089 2190190.89803144,1294784.26739089 2188581.55403144,1293174.92339089 2188581.55403144,1293174.92339089 2190190.89803144))",554,Crawford,Pennsylvania,0.386884385187055,20.031257975209,1.4692378328742,0.685516344511987,29.5316804407713,16.0171794073328,0,1.10192837465565,8040,261,19.9508611563487
"POLYGON ((1294784.26739089 2190190.89803144,1296393.61139089 2190190.89803144,1296393.61139089 2188581.55403144,1294784.26739089 2188581.55403144,1294784.26739089 2190190.89803144))",555,Crawford,Pennsylvania,66.978684939213,138.382848242628,1.4692378328742,0.469740045078888,36.5840220385675,94.2843820083819,18.7672642712109,1.4692378328742,9960,259.02,133.828080143838
"POLYGON ((1296393.61139089 2190190.89803144,1298002.95539089 2190190.89803144,1298002.95539089 2188581.55403144,1296393.61139089 2188581.55403144,1296393.61139089 2190190.89803144))",556,Crawford,Pennsylvania,62.1679142173156,129.820898650546,3.74111485222596,0.712470382840753,51.290684624018,105.297620491695,15.5969362088327,2.61878039655817,13710,247.86,125.070984595305
"POLYGON ((1298002.95539089 2190190.89803144,1299612.29939089 2190190.89803144,1299612.29939089 2188581.55403144,1298002.95539089 2188581.55403144,1298002.95539089 2190190.89803144))",557,Crawford,Pennsylvania,78.3101892491115,181.927929923842,1.4692378328742,0.756908626459941,62.2589531680441,128.176569452071,11.9859538470526,4.40771349862259,16950,239.58,173.736847404748
"POLYGON ((1299612.29939089 2190190.89803144,1301221.64339089 2190190.89803144,1301221.64339089 2188581.55403144,1299612.29939089 2188581.55403144,1299612.29939089 2190190.89803144))",558,Crawford,Pennsylvania,81.3712669700286,183.502247532764,2.57116620752984,0.532417075336384,45.7300275482094,139.755147079391,15.5969362088327,2.57116620752984,12450,254.7,178.781839744219
"POLYGON ((1301221.64339089 2190190.89803144,1302830.98739089 2190190.89803144,1302830.98739089 2188581.55403144,1301221.64339089 2188581.55403144,1301221.64339089 2190190.89803144))",559,Crawford,Pennsylvania,135.194363657154,256.55263618244,6.73400673400673,0.787347889671122,88.1032547699214,175.015094515243,34.8613294191439,7.48222970445193,23550,215.73,241.256553475081
